All Relief Pitchers 2015  Season MLB Standard Stats
Avail,Player,INN,GS,QS,CG,W,L,S,BS,K,BBI,HA,ERA,WHIP,Rank,
W ,Simon Castro RP | COL ,10.3,0,0,0,2,0,0,0,9,5,11,6.10,1.55,879
W ,Branden Pinder RP | NYY,27.7,0,0,0,0,2,0,0,25,14,28,2.93,1.52,881
W ,Jason Garcia RP | BAL ,29.7,0,0,0,1,0,0,0,22,17,25,4.25,1.42,884
W ,Nick Masset RP | WAS,25.0,0,0,0,2,2,0,0,18,9,30,4.68,1.56,885
W ,Kyle Ryan RP | DET,56.3,6,2,0,2,4,0,0,30,20,60,4.47,1.42,887
W ,Rex Brothers RP | CHC,10.3,0,0,0,1,0,0,0,5,8,9,1.74,1.65,888
W ,Radhames Liz RP | PIT,23.3,0,0,0,1,4,0,1,27,12,26,4.24,1.63,890
W ,Diego Moreno RP | NYY ,10.3,0,0,0,1,0,0,0,8,3,9,5.23,1.16,891
W ,Craig Breslow RP | MIA ,65.0,2,0,0,0,4,1,3,46,23,69,4.15,1.42,892
W ,Andrew Faulkner RP | TEX,9.7,0,0,0,0,0,0,0,10,3,8,2.79,1.14,894
W ,Jake Buchanan RP | HOU,9.0,0,0,0,0,0,0,0,5,4,5,2.00,1.00,899
W ,Gavin Floyd RP | TOR ,13.3,0,0,0,0,0,0,0,7,4,11,2.70,1.12,901
W ,Brad Hand RP | MIA,93.3,12,4,0,4,7,0,0,67,32,107,5.30,1.49,903
W ,Josh Ravin RP | LAD ,9.3,0,0,0,2,1,0,0,12,4,13,6.75,1.82,904
W ,Cory Rasmus RP | LAA,20.7,1,0,0,0,0,0,1,27,11,15,5.23,1.26,905
W ,David Goforth RP | MIL,24.7,0,0,0,1,0,0,0,24,8,32,4.01,1.62,906
W ,Justin Masterson SP | BOS,59.3,9,3,0,4,2,0,0,49,27,68,5.61,1.60,910
W ,Paco Rodriguez RP | ATL ,10.3,0,0,0,0,0,0,0,8,3,10,2.61,1.26,912
W ,Yohan Pino RP | KC,19.3,1,0,0,0,2,0,0,13,3,23,3.26,1.34,913
W ,Matt Barnes RP | BOS,43.0,2,0,0,3,4,0,0,39,15,56,5.44,1.65,914
W ,Anthony Bass RP | SEA ,64.0,0,0,0,0,0,0,1,45,20,66,4.50,1.34,918
W ,Aaron Laffey RP | WAS,7.3,0,0,0,1,0,0,0,3,3,8,3.68,1.50,919
W ,Brett Bochy RP | SF,3.0,0,0,0,0,0,0,0,3,1,1,0.00,0.67,921
W ,Jack Leathersich RP | CHC ,11.7,0,0,0,0,1,0,0,14,7,12,2.31,1.63,922
W ,James Pazos RP | NYY,5.0,0,0,0,0,0,0,0,3,3,3,0.00,1.20,927
W ,Oliver Drake RP | BAL,15.7,0,0,0,0,0,0,0,17,9,16,2.87,1.60,928
W ,Michael Kohn RP | ATL,4.7,0,0,0,0,0,0,0,4,6,0,0.00,1.29,929
Rocky ...,Boone Logan RP | COL,35.3,0,0,0,0,3,0,4,44,17,40,4.33,1.61,938
W ,Donovan Hand RP | CIN,3.0,0,0,0,0,0,0,0,3,1,2,0.00,1.00,939
W ,Cory Gearrin RP | SF,3.7,0,0,0,0,0,0,0,5,1,1,4.91,0.55,940
W ,Craig Stammen RP | CLE ,4.0,0,0,0,0,0,0,0,3,3,2,0.00,1.25,941
W ,Yoervis Medina RP | PHI ,21.0,0,0,0,1,0,1,1,16,11,23,4.71,1.62,943
W ,Matt Grace RP | WAS,17.0,0,0,0,2,1,0,2,14,8,26,4.24,2.00,947
W ,Kevin Chapman RP | HOU,5.3,0,0,0,0,0,0,0,8,3,4,3.38,1.31,951
W ,Kyle Crockett RP | CLE,17.7,0,0,0,0,0,0,0,15,7,17,4.08,1.36,952
W ,Matt West RP | LAD,3.0,0,0,0,0,0,0,0,2,1,2,0.00,1.00,953
Lebald...,Joe Nathan RP | DET ,0.3,0,0,0,0,0,1,0,1,0,0,0.00,0.00,955
Rocky ...,Trevor Cahill RP | CHC ,43.3,3,0,0,1,3,0,0,36,16,44,5.40,1.38,956
W ,Lucas Luetge RP | LAA,2.3,0,0,0,0,0,0,0,2,2,0,0.00,0.86,957
W ,Giovanni Soto RP | CLE,3.3,0,0,0,0,0,0,0,0,0,3,0.00,0.90,959
W ,Rafael Montero RP | NYM,10.0,1,0,0,0,1,0,0,13,5,9,4.50,1.40,961
W ,Caleb Cotham RP | CIN ,9.7,0,0,0,1,0,0,0,11,1,14,6.52,1.55,963
W ,Deolis Guerra RP | LAA,16.7,0,0,0,2,0,0,0,17,3,26,6.48,1.74,964
W ,Everett Teaford RP | TB,5.7,0,0,0,0,0,0,0,4,3,5,1.59,1.41,966
W ,Luke Jackson RP | TEX,6.3,0,0,0,0,0,0,0,6,2,5,4.26,1.11,967
W ,Aaron Thompson RP | MIN,32.3,0,0,0,1,3,0,1,17,11,32,5.01,1.33,968
W ,Raudel Lazo RP | MIA,5.7,0,0,0,0,0,0,0,5,2,5,3.18,1.24,969
W ,Kendry Flores RP | MIA,12.7,1,0,0,1,2,0,0,9,4,16,4.97,1.58,971
W ,Stolmy Pimentel RP | NYM,11.3,0,0,0,0,1,0,0,7,3,11,3.97,1.24,972
W ,Angel Nesbitt RP | DET,21.7,0,0,0,1,1,0,2,14,8,22,5.40,1.38,977
W ,Nick Hagadone RP | MIL ,27.3,0,0,0,0,1,0,0,28,12,30,4.28,1.54,978
W ,Wesley Wright RP | ARI ,7.3,0,0,0,0,0,0,0,5,3,6,3.68,1.23,979
W ,Matt Reynolds RP | ARI,13.7,0,0,0,0,0,0,1,18,7,14,4.61,1.54,980
W ,J.R. Graham RP | MIN,63.7,1,0,0,1,1,0,1,53,21,73,4.95,1.48,981
W ,Frankie Montas RP | LAD ,15.0,2,0,0,0,2,0,0,20,9,14,4.80,1.53,982
W ,Sergio Santos RP | NYY,16.3,0,0,0,0,0,0,0,18,7,16,4.96,1.41,983
W ,David Carpenter RP | ATL,24.7,0,0,0,0,1,0,2,15,9,25,4.01,1.38,984
W ,Caleb Thielbar RP | SD,5.0,0,0,0,0,0,0,0,5,0,5,5.40,1.00,985
W ,Chris Volstad RP | ATL,2.0,0,0,0,0,0,0,0,0,0,2,0.00,1.00,988
W ,Jacob Lindgren RP | NYY,7.0,0,0,0,0,0,0,1,8,4,5,5.14,1.29,990
W ,Carl Edwards RP | CHC,4.7,0,0,0,0,0,0,0,4,3,3,3.86,1.29,994
W ,Anthony Swarzak RP | NYY ,13.3,0,0,0,0,0,0,0,13,4,18,3.38,1.65,996
W ,Jon Edwards RP | SD,16.7,0,0,0,0,0,0,0,22,16,12,4.32,1.68,997
W ,Cesar Cabral RP | BAL,1.0,0,0,0,0,0,0,0,1,1,0,0.00,1.00,998
W ,Miguel Castro RP | COL,17.7,0,0,0,0,3,4,2,18,10,21,6.11,1.75,1000
W ,Noe Ramirez RP | BOS,13.0,0,0,0,0,1,0,0,13,7,13,4.15,1.54,1003
W ,Taylor Hill RP | WAS ,12.0,0,0,0,0,0,0,0,9,4,14,3.75,1.50,1006
W ,Andrew Albers RP | TOR,2.7,0,0,0,0,0,0,0,1,2,1,3.38,1.12,1008
W ,Brooks Brown RP | LAD,33.0,0,0,0,1,3,0,3,20,16,32,4.91,1.45,1010
W ,Adrian Houser RP | MIL,2.0,0,0,0,0,0,0,0,0,2,1,0.00,1.50,1011
W ,Marcus Hatley RP | STL,1.3,0,0,0,0,0,0,0,2,2,1,0.00,2.25,1012
W ,Michael Mariot RP | PHI,3.0,0,0,0,0,0,0,0,1,2,2,3.00,1.33,1013
W ,Ian Krol RP | ATL,28.0,0,0,0,2,3,0,1,26,17,31,5.79,1.71,1017
W ,Edgar Ibarra RP | LAA ,4.0,0,0,0,0,0,0,0,3,3,4,2.25,1.75,1018
W ,Matt Tracy RP | NYY,2.0,0,0,0,0,0,0,0,1,2,2,0.00,2.00,1019
W ,C.J. Riefenhauser RP | CHC ,14.7,0,0,0,1,0,0,0,7,7,15,5.52,1.50,1020
W ,Javy Guerra RP | CHW ,1.7,0,0,0,0,0,0,0,0,1,2,0.00,1.80,1022
W ,Adam Wilk RP | TB ,2.0,0,0,0,0,0,0,0,2,1,2,4.50,1.50,1023
W ,Abel De Los Santos RP | WAS,1.7,0,0,0,0,0,0,0,3,1,2,5.40,1.80,1025
W ,Vinnie Pestano RP | NYY ,11.7,0,0,0,1,0,0,2,13,8,15,5.40,1.97,1026
W ,Scott Alexander RP | KC,6.0,0,0,0,0,0,0,0,3,3,5,4.50,1.33,1029
W ,Kyle Lohse SP | MIL,152.3,22,5,0,5,13,2,0,108,43,180,5.85,1.46,1031
W ,Nate Adcock RP | CIN,18.0,0,0,0,1,2,0,0,13,12,15,6.00,1.50,1034
W ,JC Ramirez RP | CIN,23.7,0,0,0,1,2,0,3,16,11,25,5.32,1.52,1035
W ,Jose De Paula RP | NYY,3.3,0,0,0,0,0,0,0,2,4,2,2.70,1.80,1036
Orange...,A.J. Cole RP | WAS,9.3,1,0,0,0,0,1,0,9,1,14,5.79,1.61,1037
W ,Arnold Leon RP | TOR ,26.7,0,0,0,0,2,0,0,19,9,30,4.39,1.46,1039
W ,Dario Alvarez RP | NYM,3.7,0,0,0,1,0,0,0,2,1,5,12.27,1.64,1041
W ,Odrisamer Despaigne SP | BAL ,125.7,18,8,0,5,9,0,0,69,32,142,5.80,1.38,1042
W ,Danny Burawa RP | ATL,13.0,0,0,0,0,0,0,0,11,5,11,6.23,1.23,1046
W ,Tommy Kahnle RP | CHW,33.3,0,0,0,0,1,2,1,39,28,31,4.86,1.77,1047
W ,Edgar Olmos RP | CHC ,14.0,2,0,0,1,0,0,0,4,8,16,4.50,1.71,1050
W ,Leonel Campos RP | SD,1.0,0,0,0,0,0,0,0,1,1,1,9.00,2.00,1051
W ,Chad Jenkins RP | TOR ,3.7,0,0,0,0,0,0,0,2,3,3,4.91,1.64,1056
W ,David Carpenter P | ATL,3.7,0,0,0,0,0,0,0,5,0,6,7.36,1.64,1058
W ,Jose Valdez SP | DET,9.0,0,0,0,0,1,0,1,4,4,10,4.00,1.56,1060
W ,Nick Goody RP | NYY,5.7,0,0,0,0,0,0,0,3,3,6,4.76,1.59,1062
W ,Ryan O'Rourke RP | MIN,22.0,0,0,0,0,0,0,0,24,15,16,6.14,1.41,1069
W ,Chen-Chang Lee RP | CLE,1.7,0,0,0,0,0,0,0,3,1,4,5.40,3.00,1070
W ,Dan Winkler RP | ATL,1.7,0,0,0,0,0,0,0,2,1,2,10.80,1.80,1071
W ,Brian Schlitter RP | COL ,7.3,0,0,0,1,2,0,2,4,2,12,7.36,1.91,1072
W ,Colton Murray RP | PHI,7.7,0,0,0,0,1,0,0,9,2,11,5.87,1.70,1073
W ,A.J. Achter RP | LAA ,13.3,0,0,0,0,1,0,0,14,6,12,6.75,1.35,1074
W ,Chris Reed RP | MIA,4.0,0,0,0,0,0,0,0,1,1,6,4.50,1.75,1075
W ,Miguel Almonte RP | KC,8.7,0,0,0,0,2,0,0,10,7,7,6.23,1.62,1080
W ,Jeff Francis RP | TOR,22.0,0,0,0,1,2,0,0,21,9,27,6.14,1.64,1081
W ,Scott Atchison RP | CLE,19.7,0,0,0,1,1,0,1,12,4,23,6.86,1.37,1082
W ,Juan Jaime RP | ATL,1.3,0,0,0,0,1,0,0,1,4,0,6.75,3.00,1083
W ,Toru Murata RP | CLE,3.3,1,0,0,0,1,0,0,2,1,4,8.10,1.50,1084
W ,Jay Jackson RP | SD ,4.3,0,0,0,0,0,0,0,4,1,7,6.23,1.85,1087
W ,Dana Eveland RP | TB,3.3,0,0,0,0,1,0,0,4,3,5,5.40,2.40,1089
W ,Angel Castro RP | OAK,4.0,0,0,0,0,1,0,0,4,3,8,2.25,2.75,1092
W ,Phil Coke RP | TOR,12.7,0,0,0,0,0,0,0,12,5,15,5.68,1.58,1094
W ,Eric Surkamp RP | OAK,3.3,0,0,0,0,0,0,0,4,1,4,10.80,1.50,1097
Orange...,Kyuji Fujikawa RP | TEX,1.7,0,0,0,0,0,0,0,1,0,2,16.20,1.20,1098
W ,Anthony Varvaro RP | BOS,11.0,0,0,0,0,1,0,0,8,6,14,4.09,1.82,1099
W ,Vin Mazzaro RP | SF,12.0,0,0,0,0,0,0,0,6,6,15,3.75,1.75,1101
W ,Grant Balfour RP | TB,4.3,0,0,0,0,0,0,0,0,4,3,6.23,1.62,1106
W ,Junior Guerra RP | MIL,4.0,0,0,0,0,0,0,0,3,1,7,6.75,2.00,1108
W ,Carlos Contreras RP | CIN,28.0,0,0,0,0,0,0,0,19,20,22,4.82,1.50,1111
W ,Mike Broadway RP | SF,17.3,0,0,0,0,2,0,0,13,7,20,5.19,1.56,1113
W ,Roman Mendez RP | BOS,13.7,0,0,0,0,1,0,1,10,8,14,5.27,1.61,1115
W ,Kyle Drabek RP | ARI,5.3,0,0,0,0,0,0,0,3,2,9,5.06,2.06,1118
W ,T.J. McFarland RP | BAL,40.3,0,0,0,2,2,0,0,26,18,52,4.91,1.74,1123
W ,Cody Hall RP | ARI ,8.3,0,0,0,0,0,0,0,7,4,10,6.48,1.68,1125
W ,Matt Marksberry RP | ATL,23.3,0,0,0,0,3,0,3,21,16,22,5.01,1.63,1126
W ,Kirby Yates RP | NYY ,20.3,0,0,0,1,0,0,0,21,7,23,7.97,1.48,1128
W ,Jeff Ferrell RP | DET,11.3,0,0,0,0,0,0,0,6,4,12,6.35,1.41,1131
W ,Taylor Jordan RP | WAS,17.0,1,0,0,0,2,0,0,11,6,20,5.29,1.53,1133
W ,Chris Martin RP | NYY,20.7,0,0,0,0,2,1,0,18,6,28,5.66,1.65,1134
W ,Ryan Dennick RP | LAD,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Josh Wall RP | CHW ,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Michael Brady RP | WAS,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Charles Brewer RP | CLE ,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Kevin Munson RP | ARI,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Michael Ynoa RP | CHW,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Brandon League RP | LAD,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Ethan Martin RP | PHI,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Joel De La Cruz RP | NYY,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Josh Edgin RP | NYM ,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Josh Zeid RP | DET ,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Danny Reynolds RP | HOU ,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Sean Marshall RP | CIN,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Tayron Guerrero RP | SD,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Caleb Clay RP | LAA,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Eury De La Rosa RP | SD,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Shae Simmons RP | ATL ,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Eric Jokisch RP | CHC,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Joe Ortiz RP | CHC,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Mario Hollands RP | PHI ,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Derek Law RP | SF,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Jim Henderson RP | NYM ,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Edwin Escobar RP | BOS,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Erik Davis RP | WAS ,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,John Holdzkom RP | PIT,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Josh Outman RP | ATL,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Michael Roth RP | CLE ,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Luis Cruz RP | CHC ,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Chris Withrow RP | ATL ,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Zeke Spruill RP | BOS,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Adam Loewen RP | ARI,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Grant Dayton RP | MIA,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Aaron Crow RP | CHC ,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Jeremy McBryde RP | LAA,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Matt Ramsey RP | MIA,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Taylor Thompson RP | OAK,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Wei-Chung Wang RP | MIL,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Ben Rowen RP | TOR,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Michael Kickham RP | TEX,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Raymond Black RP | SF ,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Preston Claiborne RP | MIA ,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
Orange...,Dylan Bundy RP | BAL ,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Vic Black RP | NYM,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Blake Parker RP | SEA,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Will Locante RP | ARI ,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Tim Collins RP | KC ,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,1140
W ,Nick Greenwood RP | STL ,0.0,0,0,0,0,1,0,1,0,0,2,0.00,0.00,1240
W ,Jeremy Affeldt RP | SF,35.3,0,0,0,2,2,0,0,21,14,43,5.86,1.61,1242
W ,Erik Cordier RP | MIA,12.3,0,0,0,0,0,0,0,7,6,13,5.84,1.54,1244
W ,Ronald Belisario RP | TB,8.0,0,0,0,0,0,0,0,6,4,8,7.88,1.50,1245
W ,Cam Bedrosian RP | LAA,33.3,0,0,0,1,0,0,0,34,19,40,5.40,1.77,1246
W ,Colt Hynes RP | TOR ,3.0,0,0,0,0,0,0,0,4,2,8,6.00,3.33,1248
W ,Gonzalez Germen RP | COL ,38.7,1,0,0,0,0,1,2,33,26,41,4.42,1.73,1250
W ,Tom Gorzelanny RP | CLE ,39.3,0,0,0,2,2,0,0,36,23,45,5.95,1.73,1251
W ,Michael Feliz RP | HOU,8.0,0,0,0,0,0,0,0,7,4,9,7.88,1.62,1253
W ,Tyler Olson RP | NYY ,13.3,0,0,0,1,1,0,0,8,10,18,5.40,2.10,1256
W ,Dylan Axelrod RP | MIA,12.3,0,0,0,0,1,0,0,12,8,11,7.30,1.54,1261
W ,Andre Rienzo RP | MIA ,19.7,0,0,0,0,1,0,0,15,13,17,5.95,1.53,1273
W ,Daniel Coulombe RP | OAK,16.0,0,0,0,0,0,0,1,11,9,17,5.62,1.62,1274
W ,Chris Rearick RP | SD,3.0,0,0,0,0,0,0,0,4,2,6,12.00,2.67,1340
W ,James Russell RP | PHI,34.0,0,0,0,0,2,1,2,20,9,42,5.29,1.50,1343
W ,Nefi Ogando RP | MIA,4.0,0,0,0,0,0,0,0,2,2,7,9.00,2.25,1344
W ,Enny Romero RP | TB,30.0,0,0,0,0,2,0,2,31,13,39,5.10,1.73,1353
W ,Tony Cingrani RP | CIN ,33.3,1,0,0,0,3,0,2,39,25,31,5.67,1.68,1359
W ,Jeff Beliveau RP | BAL ,2.7,0,0,0,0,0,0,0,2,1,6,13.50,2.62,1360
SA's J...,Joba Chamberlain RP | CLE,27.7,0,0,0,0,2,0,2,23,9,38,4.88,1.70,1361
W ,John Cornely RP | BOS,1.0,0,0,0,0,0,0,0,1,1,3,36.00,4.00,1379
W ,Kenny Roberts RP | PHI,13.7,0,0,0,1,1,0,1,6,3,22,7.24,1.83,1381
W ,Brandon Kintzler RP | MIN,7.0,0,0,0,0,1,0,0,7,5,12,6.43,2.43,1384
W ,Esmil Rogers RP | NYY ,33.0,0,0,0,1,1,0,0,31,14,41,6.27,1.67,1385
W ,Chin-Hui Tsao RP | LAD,7.0,0,0,0,1,1,0,0,7,3,15,10.29,2.57,1386
W ,David Huff RP | KC ,6.0,1,0,0,0,0,0,0,4,1,11,9.00,2.00,1387
W ,Todd Redmond RP | BAL,16.0,1,0,0,0,0,0,0,13,7,17,7.31,1.50,1389
W ,Samuel Deduno RP | HOU,21.0,2,0,0,0,1,1,0,17,9,24,6.86,1.57,1390
W ,Jonathan Aro RP | SEA,10.3,0,0,0,0,1,0,0,8,4,15,6.97,1.84,1392
W ,Bobby Parnell RP | DET ,24.0,0,0,0,2,4,1,2,13,17,30,6.38,1.96,1393
Orange...,Alex Meyer RP | MIN,2.7,0,0,0,0,0,0,0,3,3,4,16.88,2.62,1396
W ,Keith Hessler RP | ARI,12.3,0,0,0,0,1,0,2,12,4,16,8.03,1.62,1397
W ,Andrew Bailey RP | PHI,8.7,0,0,0,0,1,0,0,6,5,10,8.31,1.73,1398
W ,Collin Balester RP | CIN,15.7,0,0,0,1,1,0,0,13,13,17,7.47,1.91,1404
W ,Phil Klein RP | TEX,17.3,2,0,0,1,0,0,0,12,10,23,6.75,1.90,1408
W ,Rob Wooten RP | MIL ,6.0,0,0,0,0,0,0,0,6,6,5,12.00,1.83,1411
W ,Spencer Patton RP | CHC,24.0,0,0,0,1,1,0,0,28,12,24,9.00,1.50,1414
W ,Kevin Gregg RP | CIN,10.7,0,0,0,0,2,0,1,14,5,13,10.12,1.69,1420
W ,Drew Rucinski RP | CHC ,7.0,1,0,0,0,2,0,0,4,6,10,7.71,2.29,1421
W ,Andrew McKirahan RP | ATL,27.3,0,0,0,1,0,0,1,22,10,40,5.93,1.83,1422
W ,A.J. Schugel RP | PIT ,9.0,0,0,0,0,0,0,0,5,5,17,5.00,2.44,1423
W ,Preston Guilmet RP | DET,7.3,0,0,0,0,0,0,0,6,4,9,11.05,1.77,1426
W ,Evan Marshall RP | ARI ,13.3,0,0,0,0,2,0,2,7,5,20,6.08,1.88,1427
W ,Jeremy Guthrie SP | KC ,148.3,24,8,0,8,8,0,0,84,44,186,5.95,1.55,1429
W ,Steve Johnson RP | TEX ,5.3,0,0,0,0,0,0,0,3,5,8,10.12,2.44,1430
W ,Mayckol Guaipe RP | SEA,26.7,0,0,0,0,3,0,3,22,13,34,5.40,1.76,1433
W ,Frank Garces RP | SD ,38.0,1,0,0,0,1,0,0,30,22,41,5.21,1.66,1436
W ,Ryan Kelly RP | ATL,16.7,0,0,0,0,0,0,1,10,6,21,7.02,1.62,1437
W ,Donnie Veal RP | ATL ,4.3,0,0,0,0,0,0,1,3,2,8,14.54,2.31,1438
W ,Seth Rosin RP | PHI,2.0,0,0,0,0,0,0,0,0,1,7,22.50,4.00,1440
W ,Rob Rasmussen RP | LAA ,15.3,0,0,0,2,1,0,0,17,8,26,9.98,2.22,1441
W ,Cody Martin RP | SEA,30.7,2,0,0,2,5,0,3,27,12,40,7.92,1.70,1442
W ,Dan Otero RP | CLE,46.7,0,0,0,2,4,0,1,28,6,64,6.75,1.50,1443
W ,Chad Smith RP | MIA,1.3,0,0,0,0,0,0,0,2,3,5,33.75,6.00,1444
W ,Scott McGough RP | MIA,6.7,0,0,0,0,0,0,0,4,4,12,9.45,2.40,1447
W ,Akeel Morris RP | NYM,0.7,0,0,0,0,0,0,0,0,3,3,67.50,9.00,1449
W ,Jason Gurka RP | COL ,7.7,0,0,0,0,0,0,0,7,2,16,9.39,2.35,1450
W ,Bryan Mitchell RP | NYY,29.7,2,0,0,0,2,1,0,29,16,37,6.37,1.79,1454
W ,Michael Lorenzen SP | CIN,113.3,21,7,0,4,9,0,0,83,57,131,5.40,1.66,1456
W ,Tyler Cravy SP | MIL,42.7,7,1,0,0,8,0,1,35,22,47,5.70,1.62,1457
W ,Tim Stauffer RP | ARI ,20.7,0,0,0,1,0,0,1,14,9,32,6.97,1.98,1459
W ,Justin De Fratus RP | SEA,80.0,0,0,0,0,2,0,1,68,32,92,5.51,1.55,1461
W ,Dustin McGowan RP | MIA,23.3,1,0,0,1,2,0,0,21,20,29,6.94,2.10,1463
W ,Dominic Leone RP | ARI,15.0,0,0,0,0,5,0,1,9,9,19,8.40,1.87,1464
W ,Bud Norris RP | ATL ,83.0,11,3,0,3,11,0,2,71,31,100,6.72,1.58,1467
W ,Matt Stites RP | ARI ,8.7,0,0,0,0,0,0,0,6,5,14,12.46,2.19,1468
W ,Jose Urena RP | MIA,61.7,9,4,0,1,5,0,1,28,25,73,5.25,1.59,1469
W ,Guido Knudson RP | PIT ,5.0,0,0,0,0,0,0,0,6,3,13,18.00,3.20,1470
W ,Jose Ramirez RP | ATL,7.7,0,0,0,1,0,0,0,5,10,15,12.91,3.26,1471
W ,David Rollins RP | SEA,25.0,0,0,0,0,2,0,0,21,8,37,7.56,1.80,1475
W ,Christian Friedrich RP | LAA ,58.3,0,0,0,0,4,0,0,45,25,75,5.25,1.71,1476
W ,Sugar Ray Marimon RP | ATL,25.7,0,0,0,0,1,0,0,14,14,30,7.36,1.71,1479
W ,Daniel Webb RP | CHW,30.0,0,0,0,1,0,0,1,22,22,41,6.30,2.10,1480
W ,Jerome Williams SP | PHI ,121.0,21,7,0,4,12,1,1,74,34,161,5.80,1.61,1482
W ,Jake Brigham RP | ATL,16.7,0,0,0,0,1,0,0,12,8,28,8.64,2.16,1484
W ,Hector Noesi SP | CHW,32.7,5,0,0,0,4,0,0,22,17,41,6.89,1.78,1485
W ,R.J. Alvarez RP | OAK,20.0,0,0,0,0,0,0,1,23,13,27,9.90,2.00,1486
W ,Buck Farmer SP | DET,40.3,5,0,0,0,4,0,0,24,17,53,7.36,1.74,1490
W ,Eric O'Flaherty RP | PIT ,30.0,0,0,0,1,2,0,1,21,18,47,8.10,2.17,1491
W ,Chris Capuano RP | MIL ,40.7,4,0,0,0,4,0,0,38,22,52,7.97,1.82,1493
W ,Ryan Cook RP | SEA ,8.7,0,0,0,0,2,0,0,6,7,20,18.69,3.12,1495
W ,Jorge Rondon RP | PIT ,14.3,0,0,0,0,1,0,0,9,9,28,13.19,2.58,1497
W ,Cory Mazzoni RP | SD,8.7,0,0,0,0,0,0,0,8,5,23,20.77,3.23,1498
W ,Ross Detwiler RP | CLE ,58.3,7,1,0,1,5,0,2,41,36,82,7.25,2.02,1500
W ,Cole White RP | COL,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,9999
W ,Matt A. Smith RP | CHW,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,9999
W ,Yunesky Maya RP | LAA ,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,9999
W ,Jose Cisnero P | ARI,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,9999
W ,John Kuchno RP | PIT,0.0,0,0,0,0,0,0,0,0,0,0,0.00,0.00,9999
