All Third Basemen  Season   Projections Standard Stats
Avail,Player,AB,R,H,1B,2B,3B,HR,RBI,BB,KO,SB,CS,BA,OBP,SLG,Rank,
Old Di...,Nolan Arenado 3B | COL ,578,106,166,86,36,4,40,127,52,108,2,1,0.287,0.349,0.571,3
W ,Drake Roberts 3B | CLE,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Chase Jensen 3B | SD,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Paul DeJong 3B | STL,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
Tittys...,William Rowell 3B | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Dustin Lawley 3B | NYM,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Jason Christian 3B | MIN,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Duanel Jones 3B | SD,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Joshua Lansford 3B | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Mark Sobolewski 3B | MIN,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Brett Wallace 3B | SD ,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Sheldon Neuse 3B | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Brett Tanos 3B | COL,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Christian Colonel 3B | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,J.D. Alfaro 3B | KC,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Jayson Langfels 3B | COL,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Wade Gaynor 3B | DET,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Anderson Hidalgo 3B | MIN,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Eduardo Cornejo 3B | OAK,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Jordan Hankins 3B | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Nick Senzel 3B | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Kyle Kubitza 3B | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,C.J. Retherford 3B | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Matt Juengel 3B | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Chris Nowak 3B | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Jordan Kreke 3B | HOU,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Chris Johnson 1B | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Marc Tugwell 3B | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Steven Fuentes 3B | DET,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Bradley McCann 3B | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Lenell McGee 3B | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Reid Brignac 3B | HOU ,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Nova Valdez 3B | OAK,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Chris Mariscal 3B | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Timothy Pahuta 3B | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Grant Fink 3B | CLE,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Brandon Sing 3B | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Austin Riley 3B | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Luis Mendez 3B | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Jhoan Urena 3B | NYM,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Eric Avila 3B | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Kenny Perez 3B | COL,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Chris Hawkins 3B | TOR,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Matt Argyropoulos 3B | COL,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Jonathan Greene 3B | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Julio Garcia 3B | LAA,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Cesar Suarez 3B | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Tony Mansolino 3B | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Felix Molina 3B | MIN,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Juan Francisco 3B | TB,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Ali Castillo 3B | SF,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Nick Basto 3B | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Zach Shepherd 3B | DET,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Patrick Wisdom 3B | STL,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Ryder Jones 3B | SF,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Joe Leonard 3B | ATL,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Chase Simpson 3B | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Domnit Bolivar 3B | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Eric Wood 3B | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Jay Brossman 3B | LAA,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Nolan Jones 3B | CLE,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Kevin Franklin 3B | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Elian Herrera 3B | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Jomar Reyes 3B | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Bryan Pounds 3B | DET,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Paul Hoenecke 3B | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Jordan Smith 3B | CLE,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Juremi Profar 3B | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Yasmil Bucce 3B | NYM,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Miles Head 3B | OAK,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Mickey Wiswall 3B | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Buzz Hannahan 3B | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Edgar Trejo 3B | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Brandon Trinkwon 3B | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,David Adams 3B | TOR,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Zelous Wheeler 3B | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Bradley Suttle 3B | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
Orange...,Matt Duffy 3B | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,David Vidal 3B | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Marquez Smith 3B | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Steven Proscia 3B | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Jeremy Cruz 3B | LAA,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Edwin Rios 3B | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Ivan De Jesus SS | CIN ,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Grant Buckner 3B | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Brian Snyder 3B | OAK,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Juan Romero 3B | CLE,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Jacob Blackwood 3B | SD,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Jordan Pacheco 3B | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Coty Blanchard 3B | TB,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Matt Moses 3B | MIN,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
Whiten...,Ryan McMahon 3B | COL,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Jimmy Comerota 3B | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,John Whittleman 3B | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Andrew Pinckney 3B | TOR,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Radames Nazario 3B | COL,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Jose Cuas 3B | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Danny Worth 2B | HOU,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Sean Buckley 3B | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Jermaine Palacios 3B | MIN,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Kelvin Gutierrez 3B | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Aderlin Rodriguez 3B | NYM,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Ashley Ponce 3B | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Gordon Beckham 2B | SF,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Andy LaRoche 3B | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Nick Vilter 3B | SD,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Dan Gamache 3B | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Mark Minicozzi 3B | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Drew Dosch 3B | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Alberti Chavez 3B | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Michael Spina 3B | OAK,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Mike Ahmed 3B | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Fidel Pena 3B | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Jairo Perez 3B | MIN,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Jaime Trejo 3B | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Trey Michalczewski 3B | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Justin Gemoll 3B | KC,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Kyle Anson 3B | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Chris Henderson 3B | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Jonathan Gilmore 3B | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Danny Diekroeger 3B | STL,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Andy Leer 3B | MIN,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Joseph Loftus 3B | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Ke'Bryan Hayes 3B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Luis Jimenez 3B | BOS,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Brent Morel 3B | PIT ,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Nate Hanson 3B | MIN,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Felipe Blanco 3B | SD,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Steffan Wilson 3B | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Bobby Dalbec 3B | BOS,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,David Bote 3B | CHC,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Jason Aspito 3B | LAA,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Daniel Brewer 3B | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Deibinson Romero 3B | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Dwayne Bailey 3B | LAA,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Joe Rizzo 3B | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Ryan Court 3B | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Colin Walsh 3B | MIL,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Ryan Fisher 3B | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Alex Santana 3B | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Tyler Nevin 3B | COL,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Felix Cabrera 3B | SD,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Jeff Reynolds 3B | NYM,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Jonathan Quinonez 3B | TB,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Matt Dominguez 3B | BOS ,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Aaron Hill 3B | BOS,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Adrian Sanchez 3B | WAS,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Bridger Hunt 3B | SD,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Anthony Hatch 3B | LAD,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Ty France 3B | SD,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Zach Lutz 3B | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Dusty Coleman 3B | KC ,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Josh Fuentes 3B | COL,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Travis Mattair 3B | CIN,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Dan Fiorito 3B | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Kyle Greene 3B | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Pat Blair 3B | TB,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Pat Osborn 3B | CLE,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Mario Martinez 3B | BOS,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Joseph Astacio 3B | TB,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Zachary Wilson 3B | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Adam Fox 3B | TEX,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Skip Adams 3B | SD,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Jason Esposito 3B | BAL,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Brant Ust 3B | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Nate Tenbrink 3B | SEA,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Zack Cox 3B | MIA ,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Matthew Craig 3B | MIA,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Jeff Bianchi 3B | BOS,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Edward Prasch 3B | PIT,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
Tittys...,Rafael Devers 3B | BOS ,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Daniel Castro SS | ATL ,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Andy Marte 3B | ARI,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Jeremy Farrell 3B | CHW,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Cam Perkins 3B | PHI,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Matt Sweeney 3B | TB,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Joshua Lowe 3B | TB,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Matthew Nuzzo 3B | TOR,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Jake Mauer 3B | MIN,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Dante Bichette 3B | NYY,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
W ,Jorge Jimenez 3B | BOS,0,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,9999
Report Updated as of  1/21/17  6:47 PM EST
